last4ccnum,location,price,timestamp
7253,Guy's Gyros,23.34,01/09/2014 20:29
2418,Katerina's Cafe,30.69,01/09/2014 20:38
5368,Guy's Gyros,8.23,01/09/2014 20:38
7384,Guy's Gyros,35.05,01/09/2014 20:39
2463,Hippokampos,9.13,01/09/2014 20:41
3853,Frydos Autosupply n' More,276.75,01/09/2014 20:45
6895,Hippokampos,24.96,01/09/2014 21:01
4434,Guy's Gyros,31.31,01/09/2014 21:09
8156,Hippokampos,23.66,01/09/2014 21:12
2681,Shoppers' Delight,258.43,01/09/2014 21:13
1310,Katerina's Cafe,8.57,01/09/2014 21:18
8332,Albert's Fine Clothing,229.98,01/09/2014 21:27
9635,Hippokampos,10.12,01/09/2014 21:38
8129,Hallowed Grounds,16.75,01/10/2014 07:34
6816,Brew've Been Served,15.85,01/10/2014 07:35
7253,Coffee Cameleon,8.51,01/10/2014 07:40
1874,Hallowed Grounds,12.03,01/10/2014 07:41
9617,Hallowed Grounds,8.34,01/10/2014 07:41
1310,Hallowed Grounds,11.49,01/10/2014 07:41
3484,Brew've Been Served,5.01,01/10/2014 07:45
3492,Hallowed Grounds,11.38,01/10/2014 07:45
2681,Hallowed Grounds,17.63,01/10/2014 07:46
4948,Brew've Been Served,44.88,01/10/2014 07:47
5921,Coffee Cameleon,11.54,01/10/2014 07:47
9405,Brew've Been Served,13.32,01/10/2014 07:48
7889,Hallowed Grounds,10.34,01/10/2014 07:49
9683,Brew've Been Served,89.93,01/10/2014 07:49
7108,Hallowed Grounds,10.76,01/10/2014 07:50
5407,Brew've Been Served,12.77,01/10/2014 07:51
7384,Brew've Been Served,83.44,01/10/2014 07:54
2418,Coffee Cameleon,9.69,01/10/2014 07:54
5368,Brew've Been Served,85.91,01/10/2014 07:55
4795,Brew've Been Served,97.25,01/10/2014 07:56
7354,Brew've Been Served,90.72,01/10/2014 07:56
9614,Abila Airport,4039.36,01/10/2014 07:59
1286,Brew've Been Served,5.89,01/10/2014 08:01
6901,Brew've Been Served,5.31,01/10/2014 08:01
6691,Hallowed Grounds,9.34,01/10/2014 08:06
3853,Brew've Been Served,14.45,01/10/2014 08:09
7819,Brew've Been Served,3.03,01/10/2014 08:09
2142,Coffee Cameleon,13.25,01/10/2014 08:11
8202,Brew've Been Served,8.47,01/10/2014 08:17
4434,Brew've Been Served,12.64,01/10/2014 08:17
8411,Brew've Been Served,14.36,01/10/2014 08:20
9614,Carlyle Chemical Inc.,227.81,01/10/2014 09:09
7688,Kronos Mart,203.91,01/10/2014 09:30
9735,Nationwide Refinery,1552.82,01/10/2014 10:00
9614,Nationwide Refinery,2302.73,01/10/2014 10:40
9735,Stewart and Sons Fabrication,4074.1,01/10/2014 11:49
1415,Bean There Done That,15.39,01/10/2014 12:00
9635,Bean There Done That,3.92,01/10/2014 12:00
7688,Brewed Awakenings,13.82,01/10/2014 12:00
6899,Jack's Magical Beans,15.69,01/10/2014 12:00
2540,Brewed Awakenings,6.17,01/10/2014 12:00
1877,Bean There Done That,13.41,01/10/2014 12:00
8332,Brewed Awakenings,13.9,01/10/2014 12:00
1321,Bean There Done That,18.67,01/10/2014 12:00
6895,Bean There Done That,9.3,01/10/2014 12:00
9241,Jack's Magical Beans,16.29,01/10/2014 12:00
8156,Jack's Magical Beans,5.46,01/10/2014 12:00
2463,Jack's Magical Beans,8.22,01/10/2014 12:00
9614,Stewart and Sons Fabrication,4195.49,01/10/2014 12:10
9683,Chostus Hotel,133.25,01/10/2014 13:08
2540,Chostus Hotel,197.41,01/10/2014 13:11
8156,Guy's Gyros,36.44,01/10/2014 13:12
9551,Ouzeri Elian,30.71,01/10/2014 13:16
4795,Hippokampos,79.26,01/10/2014 13:20
6816,Guy's Gyros,26.76,01/10/2014 13:25
7253,Guy's Gyros,15.93,01/10/2014 13:27
6899,Abila Zacharo,113.33,01/10/2014 13:29
7688,Katerina's Cafe,34.76,01/10/2014 13:30
3484,Kalami Kafenion,35.69,01/10/2014 13:30
1415,Gelatogalore,26.15,01/10/2014 13:35
3853,Ouzeri Elian,35.24,01/10/2014 13:35
9241,Kalami Kafenion,101.5,01/10/2014 13:35
1310,Abila Zacharo,36.73,01/10/2014 13:36
7354,Katerina's Cafe,25.36,01/10/2014 13:36
7384,Guy's Gyros,26.68,01/10/2014 13:38
2418,Katerina's Cafe,21.22,01/10/2014 13:38
2463,Hippokampos,32.01,01/10/2014 13:40
8411,Guy's Gyros,38.15,01/10/2014 13:44
9405,Ouzeri Elian,20.46,01/10/2014 13:44
5407,Kalami Kafenion,27.48,01/10/2014 13:45
2681,Abila Zacharo,31.34,01/10/2014 13:46
9635,Guy's Gyros,31.5,01/10/2014 13:47
6895,Katerina's Cafe,25.62,01/10/2014 13:47
2142,Katerina's Cafe,24.33,01/10/2014 13:47
1877,Ouzeri Elian,15.25,01/10/2014 13:50
1321,Guy's Gyros,31.05,01/10/2014 13:52
4434,Kalami Kafenion,24.3,01/10/2014 13:53
8129,Guy's Gyros,16.34,01/10/2014 13:57
5368,Ouzeri Elian,24.74,01/10/2014 13:57
6901,Hippokampos,39.89,01/10/2014 13:58
1874,Abila Zacharo,8.22,01/10/2014 13:59
3492,Abila Zacharo,16.12,01/10/2014 14:01
7819,Abila Zacharo,36.38,01/10/2014 14:03
7117,Hippokampos,11.61,01/10/2014 14:07
9617,Ouzeri Elian,30.93,01/10/2014 14:07
7108,Katerina's Cafe,77.62,01/10/2014 14:08
6691,Abila Zacharo,9.32,01/10/2014 14:09
8202,Gelatogalore,32.19,01/10/2014 14:11
4948,Hippokampos,10.16,01/10/2014 14:20
4795,Octavio's Office Supplies,139.72,01/10/2014 14:41
7253,Octavio's Office Supplies,64.51,01/10/2014 16:07
6899,Ouzeri Elian,19.92,01/10/2014 18:52
7889,Frydos Autosupply n' More,98.39,01/10/2014 18:57
6816,Guy's Gyros,23.61,01/10/2014 19:45
1415,Hippokampos,48.22,01/10/2014 19:46
8129,Katerina's Cafe,19.57,01/10/2014 19:50
4795,Guy's Gyros,27.78,01/10/2014 19:54
7117,Hippokampos,19.88,01/10/2014 19:56
5921,Katerina's Cafe,21.89,01/10/2014 19:56
8202,Frydos Autosupply n' More,43.65,01/10/2014 20:02
9405,Katerina's Cafe,15.76,01/10/2014 20:08
7688,Hippokampos,70.48,01/10/2014 20:09
8411,Katerina's Cafe,8.14,01/10/2014 20:09
6901,Guy's Gyros,29.81,01/10/2014 20:09
6895,Albert's Fine Clothing,126.13,01/10/2014 20:11
7384,Frydos Autosupply n' More,237.08,01/10/2014 20:15
7819,Shoppers' Delight,279.53,01/10/2014 20:17
7108,Guy's Gyros,35.54,01/10/2014 20:20
3853,Guy's Gyros,37.37,01/10/2014 20:23
5407,Katerina's Cafe,21.28,01/10/2014 20:42
8332,Hippokampos,17.21,01/10/2014 20:50
7354,Roberts and Sons,241.2,01/10/2014 21:11
5368,Guy's Gyros,25.81,01/10/2014 21:13
8156,Hippokampos,27,01/10/2014 21:17
4434,General Grocer,227.28,01/10/2014 21:28
2463,Hippokampos,79.97,01/10/2014 22:21
8156,Katerina's Cafe,45.22,01/11/2014 13:19
2418,Katerina's Cafe,45.21,01/11/2014 13:23
6895,Katerina's Cafe,29.1,01/11/2014 13:32
1310,Abila Zacharo,54.82,01/11/2014 13:32
2540,Abila Zacharo,89.54,01/11/2014 13:33
9617,Gelatogalore,17.31,01/11/2014 13:35
4434,Hippokampos,103.38,01/11/2014 13:36
9551,Hippokampos,75.62,01/11/2014 13:37
6691,Hippokampos,82.23,01/11/2014 13:37
8129,Ouzeri Elian,19.11,01/11/2014 13:40
3484,Katerina's Cafe,71.65,01/11/2014 13:43
7688,Hippokampos,31.1,01/11/2014 13:47
1321,Katerina's Cafe,23.45,01/11/2014 13:50
7253,Abila Zacharo,32.02,01/11/2014 13:51
3853,Gelatogalore,18.74,01/11/2014 13:59
7117,Kalami Kafenion,35.66,01/11/2014 14:09
7108,Kalami Kafenion,39.36,01/11/2014 14:16
2142,Katerina's Cafe,26.02,01/11/2014 14:17
6901,Abila Zacharo,45.2,01/11/2014 14:19
9617,Shoppers' Delight,157.45,01/11/2014 15:15
2418,Shoppers' Delight,238.52,01/11/2014 15:20
8129,General Grocer,78.02,01/11/2014 15:31
1310,Roberts and Sons,256.24,01/11/2014 16:00
4434,Albert's Fine Clothing,211.47,01/11/2014 16:01
7688,Frydos Autosupply n' More,52.73,01/11/2014 16:09
4795,Ahaggo Museum,89.32,01/11/2014 16:24
9683,Ahaggo Museum,52.14,01/11/2014 17:16
9617,Katerina's Cafe,55.67,01/11/2014 19:08
7819,Kalami Kafenion,23.86,01/11/2014 19:17
6899,Ouzeri Elian,69.36,01/11/2014 19:21
7688,Hippokampos,66.21,01/11/2014 19:26
8156,Albert's Fine Clothing,105.33,01/11/2014 19:27
9683,Hippokampos,32.63,01/11/2014 19:27
4795,Hippokampos,63.21,01/11/2014 19:29
2142,Katerina's Cafe,33.18,01/11/2014 19:31
6691,Katerina's Cafe,20.71,01/11/2014 19:32
1877,Hippokampos,11.13,01/11/2014 19:33
6816,Guy's Gyros,55.36,01/11/2014 19:34
2540,Katerina's Cafe,57.36,01/11/2014 19:40
9551,Shoppers' Delight,149.2,01/11/2014 19:44
8332,Hippokampos,63.21,01/11/2014 19:45
7889,Katerina's Cafe,12.55,01/11/2014 19:50
1310,Katerina's Cafe,45.68,01/11/2014 19:51
8411,Katerina's Cafe,15.72,01/11/2014 19:52
9635,Hippokampos,67.37,01/11/2014 19:53
5368,Guy's Gyros,36.2,01/11/2014 19:57
4948,Katerina's Cafe,25.76,01/11/2014 20:00
1286,Kalami Kafenion,50.2,01/11/2014 20:04
2681,Ouzeri Elian,16.69,01/11/2014 20:04
8202,Katerina's Cafe,52.45,01/11/2014 20:06
7384,Guy's Gyros,33.65,01/11/2014 20:06
7354,Guy's Gyros,16.33,01/11/2014 20:09
5407,Frydos Autosupply n' More,211.15,01/11/2014 20:13
9405,Katerina's Cafe,9.78,01/11/2014 20:13
8129,Frydos Autosupply n' More,236.25,01/11/2014 20:22
1415,Hippokampos,70.23,01/11/2014 20:23
2418,Katerina's Cafe,94.68,01/11/2014 20:24
6901,Frydos Autosupply n' More,261,01/11/2014 20:26
7117,Hippokampos,69.8,01/11/2014 20:27
7108,Kalami Kafenion,46.78,01/11/2014 20:30
1874,Katerina's Cafe,57.6,01/11/2014 20:46
8156,Kronos Mart,277.26,01/12/2014 03:39
8332,Ouzeri Elian,38.55,01/12/2014 13:03
5407,Ouzeri Elian,98.45,01/12/2014 13:17
2142,Hippokampos,12.55,01/12/2014 13:25
7819,Ouzeri Elian,24.72,01/12/2014 13:28
1310,Ouzeri Elian,72.32,01/12/2014 13:30
6901,Guy's Gyros,34.74,01/12/2014 13:31
8156,Ouzeri Elian,117.22,01/12/2014 13:32
7117,Hippokampos,29.2,01/12/2014 13:35
1286,Gelatogalore,20.09,01/12/2014 13:40
9683,Abila Zacharo,11.2,01/12/2014 13:45
2463,Desafio Golf Course,129.33,01/12/2014 13:45
2540,Kalami Kafenion,54.36,01/12/2014 13:52
7889,Hippokampos,8.54,01/12/2014 13:54
3492,Kalami Kafenion,14.59,01/12/2014 13:55
1874,Hippokampos,12.57,01/12/2014 14:04
9551,Hippokampos,71.99,01/12/2014 14:06
7688,Desafio Golf Course,220.77,01/12/2014 14:13
8332,Desafio Golf Course,198.46,01/12/2014 14:14
8129,Guy's Gyros,30.47,01/12/2014 14:16
1310,Shoppers' Delight,135.78,01/12/2014 15:10
1286,Shoppers' Delight,86.22,01/12/2014 15:24
7819,Shoppers' Delight,204.37,01/12/2014 15:32
7117,General Grocer,159.3,01/12/2014 15:46
2142,Albert's Fine Clothing,195.81,01/12/2014 15:49
3547,Shoppers' Delight,51.5,01/12/2014 16:08
6901,Ahaggo Museum,120.2,01/12/2014 16:27
7889,Katerina's Cafe,12.64,01/12/2014 19:18
7253,Katerina's Cafe,11.81,01/12/2014 19:21
1321,Hippokampos,27.15,01/12/2014 19:22
7108,Guy's Gyros,42.32,01/12/2014 19:26
7384,Shoppers' Delight,211.03,01/12/2014 19:26
1415,Hippokampos,66.63,01/12/2014 19:29
3853,Guy's Gyros,34.41,01/12/2014 19:32
6895,Hippokampos,49.23,01/12/2014 19:35
7354,Guy's Gyros,12.32,01/12/2014 19:36
5407,Katerina's Cafe,40.94,01/12/2014 19:43
8332,Hippokampos,26.79,01/12/2014 19:44
3492,Katerina's Cafe,17.36,01/12/2014 19:47
1286,Gelatogalore,36.2,01/12/2014 19:50
8156,Hippokampos,52.21,01/12/2014 19:51
5368,Frydos Autosupply n' More,88.93,01/12/2014 19:52
1877,Albert's Fine Clothing,63.36,01/12/2014 19:58
6899,Ouzeri Elian,55.55,01/12/2014 19:59
8129,Katerina's Cafe,39.3,01/12/2014 20:04
9635,Hippokampos,78.21,01/12/2014 20:05
3547,Katerina's Cafe,67.14,01/12/2014 20:11
9405,Katerina's Cafe,15.37,01/12/2014 20:12
2142,Katerina's Cafe,39.55,01/12/2014 20:13
2540,Hippokampos,69.41,01/12/2014 20:15
8411,Katerina's Cafe,16.34,01/12/2014 20:17
4948,Katerina's Cafe,40.25,01/12/2014 20:35
7688,Hippokampos,63.32,01/12/2014 20:38
8202,Frydos Autosupply n' More,161.96,01/12/2014 20:43
1874,Katerina's Cafe,87.09,01/12/2014 20:48
5407,Kronos Mart,147.3,01/13/2014 03:00
9551,Daily Dealz,2.01,01/13/2014 06:04
7889,Hallowed Grounds,9.16,01/13/2014 07:32
5368,Brew've Been Served,16.39,01/13/2014 07:36
7384,Brew've Been Served,8.04,01/13/2014 07:38
3547,Coffee Cameleon,19.93,01/13/2014 07:40
9683,Brew've Been Served,8,01/13/2014 07:40
1310,Hallowed Grounds,3.02,01/13/2014 07:42
6816,Brew've Been Served,24.18,01/13/2014 07:43
3492,Hallowed Grounds,13.68,01/13/2014 07:43
4795,Brew've Been Served,18.71,01/13/2014 07:43
9405,Hallowed Grounds,5.85,01/13/2014 07:44
7354,Brew've Been Served,19.64,01/13/2014 07:53
7108,Hallowed Grounds,19.18,01/13/2014 07:54
2418,Coffee Cameleon,17.49,01/13/2014 07:55
5407,Brew've Been Served,6.08,01/13/2014 07:55
4948,Brew've Been Served,9.53,01/13/2014 07:56
3484,Brew've Been Served,78.23,01/13/2014 07:57
6691,Hallowed Grounds,6.32,01/13/2014 07:57
8411,Brew've Been Served,13.37,01/13/2014 08:00
6816,Kronos Mart,159.06,01/13/2014 08:01
7253,Coffee Cameleon,4.88,01/13/2014 08:02
4434,Brew've Been Served,16.05,01/13/2014 08:04
2681,Hallowed Grounds,55.96,01/13/2014 08:06
1286,Brew've Been Served,11.49,01/13/2014 08:07
2142,Coffee Cameleon,17.76,01/13/2014 08:12
9220,Abila Airport,3617.47,01/13/2014 08:15
6901,Brew've Been Served,13.19,01/13/2014 08:21
7819,Brew've Been Served,6.69,01/13/2014 08:22
8202,Brew've Been Served,19.89,01/13/2014 08:23
9220,Kronos Pipe and Irrigation,2892.74,01/13/2014 08:58
9735,Nationwide Refinery,204.58,01/13/2014 10:12
9220,Maximum Iron and Steel,689.85,01/13/2014 10:20
7117,Coffee Shack,4.09,01/13/2014 12:00
1415,Bean There Done That,7.93,01/13/2014 12:00
9635,Bean There Done That,98.02,01/13/2014 12:00
7688,Brewed Awakenings,12.69,01/13/2014 12:00
6899,Jack's Magical Beans,18.31,01/13/2014 12:00
2540,Brewed Awakenings,56.4,01/13/2014 12:00
1877,Bean There Done That,19.56,01/13/2014 12:00
8332,Brewed Awakenings,16.25,01/13/2014 12:00
1321,Bean There Done That,5.54,01/13/2014 12:00
1874,Bean There Done That,10.37,01/13/2014 12:00
9617,Bean There Done That,15.24,01/13/2014 12:00
6895,Bean There Done That,18.59,01/13/2014 12:00
9220,Carlyle Chemical Inc.,1718.96,01/13/2014 12:00
9241,Jack's Magical Beans,5.22,01/13/2014 12:00
8156,Jack's Magical Beans,9.64,01/13/2014 12:00
2463,Jack's Magical Beans,17.52,01/13/2014 12:00
8642,Abila Airport,4417.03,01/13/2014 12:11
4434,Hippokampos,17.17,01/13/2014 12:27
9220,Ouzeri Elian,19.82,01/13/2014 12:55
8156,Gelatogalore,32.83,01/13/2014 13:03
9551,U-Pump,55.25,01/13/2014 13:18
8332,Gelatogalore,46.45,01/13/2014 13:19
6816,Abila Zacharo,79.95,01/13/2014 13:20
1286,Abila Zacharo,64.5,01/13/2014 13:21
2418,Katerina's Cafe,38.98,01/13/2014 13:23
7253,Hippokampos,35.73,01/13/2014 13:24
9683,Abila Zacharo,8.72,01/13/2014 13:27
9551,Hippokampos,30.51,01/13/2014 13:28
2540,Guy's Gyros,27.49,01/13/2014 13:33
6899,Katerina's Cafe,26.15,01/13/2014 13:34
1321,Abila Zacharo,27.3,01/13/2014 13:34
7354,Hippokampos,59.9,01/13/2014 13:34
9405,Katerina's Cafe,17.21,01/13/2014 13:36
4795,Ouzeri Elian,95.03,01/13/2014 13:37
2142,Guy's Gyros,37.37,01/13/2014 13:39
1874,Katerina's Cafe,8.29,01/13/2014 13:40
2463,Guy's Gyros,29.25,01/13/2014 13:40
1415,Gelatogalore,36.93,01/13/2014 13:41
9635,Abila Zacharo,11.99,01/13/2014 13:42
3853,Abila Zacharo,116.32,01/13/2014 13:48
1310,Ouzeri Elian,8.32,01/13/2014 13:48
3492,Katerina's Cafe,24.26,01/13/2014 13:48
7384,Hippokampos,91.97,01/13/2014 13:50
7819,Abila Zacharo,17.41,01/13/2014 13:51
8411,Guy's Gyros,21.03,01/13/2014 13:51
3547,Katerina's Cafe,29.55,01/13/2014 13:52
5368,Kalami Kafenion,20.33,01/13/2014 13:55
7117,Guy's Gyros,38.07,01/13/2014 14:00
8202,Gelatogalore,36.24,01/13/2014 14:00
2681,Gelatogalore,117.17,01/13/2014 14:01
9617,Hippokampos,25.09,01/13/2014 14:04
1877,Ouzeri Elian,29.75,01/13/2014 14:06
6901,Guy's Gyros,12.76,01/13/2014 14:13
4948,Hippokampos,26.96,01/13/2014 14:21
8129,Guy's Gyros,116.87,01/13/2014 14:33
8642,Abila Airport,2228.08,01/13/2014 16:56
9551,Frydos Autosupply n' More,10000,01/13/2014 19:20
3853,Shoppers' Delight,216.43,01/13/2014 19:27
9551,Ouzeri Elian,28.75,01/13/2014 19:30
8129,Frydos Autosupply n' More,188.57,01/13/2014 19:41
3547,Katerina's Cafe,89.83,01/13/2014 19:50
8411,Frydos Autosupply n' More,64.6,01/13/2014 19:59
6691,Katerina's Cafe,30.84,01/13/2014 19:59
7354,Guy's Gyros,22.34,01/13/2014 20:09
4795,Guy's Gyros,20.47,01/13/2014 20:11
7384,Guy's Gyros,36.89,01/13/2014 20:15
7819,Guy's Gyros,15.84,01/13/2014 20:18
2142,Katerina's Cafe,35.7,01/13/2014 20:24
1310,Katerina's Cafe,91.36,01/13/2014 20:33
7688,Albert's Fine Clothing,288,01/13/2014 20:35
2463,Hippokampos,29.22,01/13/2014 20:35
1415,Hippokampos,31.59,01/13/2014 20:42
1321,Albert's Fine Clothing,49.48,01/13/2014 20:42
1286,Guy's Gyros,88.57,01/13/2014 20:42
2681,Ouzeri Elian,21.83,01/13/2014 20:43
5407,Katerina's Cafe,93.57,01/13/2014 20:44
9683,Guy's Gyros,15.55,01/13/2014 20:44
6901,Shoppers' Delight,144.4,01/13/2014 20:45
7253,Katerina's Cafe,22.24,01/13/2014 20:47
7889,Katerina's Cafe,55.82,01/13/2014 20:51
7108,Guy's Gyros,37.5,01/13/2014 20:59
1874,Katerina's Cafe,27.59,01/13/2014 21:00
5368,Guy's Gyros,19.77,01/13/2014 21:08
2418,Frydos Autosupply n' More,202.05,01/13/2014 21:11
8332,Hippokampos,31.47,01/13/2014 21:12
7117,Hippokampos,32.29,01/13/2014 21:13
9405,Katerina's Cafe,33.11,01/13/2014 21:16
8156,Hippokampos,99.63,01/13/2014 21:27
5368,Brew've Been Served,14.67,01/14/2014 07:27
4795,Brew've Been Served,4.72,01/14/2014 07:31
7889,Hallowed Grounds,10.75,01/14/2014 07:35
7354,Brew've Been Served,7.31,01/14/2014 07:35
3547,Coffee Cameleon,9.8,01/14/2014 07:37
9683,Brew've Been Served,5.87,01/14/2014 07:40
1310,Hallowed Grounds,4.59,01/14/2014 07:42
8129,Hallowed Grounds,16.67,01/14/2014 07:44
4948,Brew've Been Served,14.04,01/14/2014 07:45
7108,Hallowed Grounds,13,01/14/2014 07:45
3484,Brew've Been Served,10.96,01/14/2014 07:45
9405,Brew've Been Served,16.53,01/14/2014 07:45
3853,Brew've Been Served,6.45,01/14/2014 07:48
2418,Coffee Cameleon,11.67,01/14/2014 07:52
7253,Coffee Cameleon,15.63,01/14/2014 07:53
8202,Brew've Been Served,9.53,01/14/2014 07:53
7384,Brew've Been Served,8.24,01/14/2014 07:53
6816,Brew've Been Served,3.66,01/14/2014 07:53
1874,Hallowed Grounds,19.99,01/14/2014 07:54
9617,Hallowed Grounds,50.21,01/14/2014 07:54
2142,Coffee Cameleon,7.84,01/14/2014 07:56
7819,Brew've Been Served,11.94,01/14/2014 07:58
1286,Brew've Been Served,3.21,01/14/2014 08:03
5407,Brew've Been Served,16.39,01/14/2014 08:07
3492,Hallowed Grounds,39.52,01/14/2014 08:12
2681,Hallowed Grounds,10.65,01/14/2014 08:12
8411,Brew've Been Served,11.53,01/14/2014 08:13
6901,Brew've Been Served,12.31,01/14/2014 08:13
6691,Hallowed Grounds,6.16,01/14/2014 08:16
6899,Kronos Mart,58.85,01/14/2014 08:20
7792,Carlyle Chemical Inc.,3630.57,01/14/2014 09:34
9735,Nationwide Refinery,965.72,01/14/2014 10:03
3506,Stewart and Sons Fabrication,600.19,01/14/2014 11:01
7792,Nationwide Refinery,570.95,01/14/2014 11:45
9735,Stewart and Sons Fabrication,278.52,01/14/2014 11:55
7117,Coffee Shack,3.63,01/14/2014 12:00
1415,Bean There Done That,7.28,01/14/2014 12:00
9635,Bean There Done That,19.37,01/14/2014 12:00
7688,Brewed Awakenings,17.14,01/14/2014 12:00
2540,Brewed Awakenings,8.3,01/14/2014 12:00
1877,Bean There Done That,14.56,01/14/2014 12:00
8332,Brewed Awakenings,11.35,01/14/2014 12:00
1321,Bean There Done That,67.82,01/14/2014 12:00
6895,Bean There Done That,5.9,01/14/2014 12:00
9241,Jack's Magical Beans,63.36,01/14/2014 12:00
8156,Jack's Magical Beans,95.7,01/14/2014 12:00
8642,Abila Airport,228.41,01/14/2014 12:30
3506,Nationwide Refinery,1341.01,01/14/2014 13:00
2276,Abila Airport,3379.21,01/14/2014 13:06
8156,Katerina's Cafe,29.12,01/14/2014 13:14
7253,Hippokampos,36.01,01/14/2014 13:17
2540,Chostus Hotel,109.54,01/14/2014 13:17
7792,Katerina's Cafe,34.45,01/14/2014 13:21
9683,Chostus Hotel,113.08,01/14/2014 13:21
6895,Katerina's Cafe,10.03,01/14/2014 13:22
9635,Kalami Kafenion,17.38,01/14/2014 13:24
8332,Kalami Kafenion,15.15,01/14/2014 13:24
7688,Hippokampos,23.69,01/14/2014 13:25
7384,Gelatogalore,27.26,01/14/2014 13:32
2142,Gelatogalore,32.82,01/14/2014 13:32
7354,Katerina's Cafe,20.95,01/14/2014 13:32
2463,Gelatogalore,39.17,01/14/2014 13:33
4795,Katerina's Cafe,29.1,01/14/2014 13:34
8411,Abila Zacharo,31.09,01/14/2014 13:35
9405,Abila Zacharo,15.26,01/14/2014 13:35
1415,Guy's Gyros,13.27,01/14/2014 13:36
3853,Hippokampos,19.07,01/14/2014 13:37
1310,Abila Zacharo,10.24,01/14/2014 13:37
6816,Abila Zacharo,8.41,01/14/2014 13:38
3484,Ouzeri Elian,107.32,01/14/2014 13:40
5407,Kalami Kafenion,33.13,01/14/2014 13:40
6899,Ouzeri Elian,79.58,01/14/2014 13:41
3547,Katerina's Cafe,75.46,01/14/2014 13:41
7889,Hippokampos,98.81,01/14/2014 13:42
3492,Kalami Kafenion,23.1,01/14/2014 13:42
6691,Katerina's Cafe,31.69,01/14/2014 13:43
1874,Guy's Gyros,16.35,01/14/2014 13:44
1877,Gelatogalore,70.98,01/14/2014 13:49
9617,Guy's Gyros,38.26,01/14/2014 13:49
4948,Kalami Kafenion,27.65,01/14/2014 13:50
1321,Kalami Kafenion,15.27,01/14/2014 13:51
7108,Ouzeri Elian,62.3,01/14/2014 13:51
2681,Ouzeri Elian,33.67,01/14/2014 13:53
5368,Gelatogalore,35.97,01/14/2014 13:57
6901,Hippokampos,17.18,01/14/2014 13:57
7819,Katerina's Cafe,33.54,01/14/2014 13:58
1286,Guy's Gyros,50.4,01/14/2014 13:59
7117,Ouzeri Elian,19.7,01/14/2014 14:01
8129,Gelatogalore,102.03,01/14/2014 14:03
4434,Abila Zacharo,24.87,01/14/2014 14:03
2276,Abila Scrapyard,4277.4,01/14/2014 14:13
8202,Hippokampos,16.73,01/14/2014 14:16
7792,Carlyle Chemical Inc.,854.88,01/14/2014 14:21
8642,Abila Airport,4918.39,01/14/2014 15:32
6816,Octavio's Office Supplies,131.73,01/14/2014 15:49
7792,Carlyle Chemical Inc.,3470.99,01/14/2014 16:16
2276,Nationwide Refinery,4429.76,01/14/2014 16:28
1415,Hippokampos,39.64,01/14/2014 19:44
7108,Guy's Gyros,94.26,01/14/2014 19:59
4795,Guy's Gyros,23.59,01/14/2014 20:01
3484,Albert's Fine Clothing,50.77,01/14/2014 20:05
7889,Katerina's Cafe,91.8,01/14/2014 20:09
8129,Katerina's Cafe,27.67,01/14/2014 20:15
6816,Guy's Gyros,18.11,01/14/2014 20:15
5368,Guy's Gyros,35.12,01/14/2014 20:17
3547,Katerina's Cafe,36.95,01/14/2014 20:17
7384,Guy's Gyros,12.96,01/14/2014 20:19
5407,Katerina's Cafe,31.94,01/14/2014 20:19
2463,Hippokampos,9.55,01/14/2014 20:22
3853,Guy's Gyros,10.85,01/14/2014 20:25
1874,Katerina's Cafe,12.65,01/14/2014 20:26
7819,Guy's Gyros,25.28,01/14/2014 20:29
6899,Ouzeri Elian,11.86,01/14/2014 20:32
4434,Frydos Autosupply n' More,42.72,01/14/2014 20:33
3492,Katerina's Cafe,11.89,01/14/2014 20:34
9241,Ouzeri Elian,24.06,01/14/2014 20:41
8202,Katerina's Cafe,46.61,01/14/2014 20:42
6901,Frydos Autosupply n' More,146.74,01/14/2014 20:43
2681,Ouzeri Elian,80.95,01/14/2014 20:46
8332,Hippokampos,43.56,01/14/2014 20:48
9635,Albert's Fine Clothing,228.72,01/14/2014 20:50
8411,Katerina's Cafe,25.4,01/14/2014 20:50
6895,Hippokampos,28.45,01/14/2014 21:04
9617,Katerina's Cafe,18.35,01/14/2014 21:10
9405,Roberts and Sons,223.81,01/14/2014 21:14
4948,Frydos Autosupply n' More,49.21,01/14/2014 21:28
2540,Hippokampos,22.13,01/14/2014 21:31
7354,Guy's Gyros,26.14,01/14/2014 21:31
7889,Hallowed Grounds,11.98,01/15/2014 07:33
7384,Brew've Been Served,3.71,01/15/2014 07:34
9617,Hallowed Grounds,5.28,01/15/2014 07:36
6816,Brew've Been Served,15.5,01/15/2014 07:36
8129,Hallowed Grounds,5.95,01/15/2014 07:39
9683,Brew've Been Served,19.87,01/15/2014 07:40
7108,Hallowed Grounds,12.17,01/15/2014 07:44
2142,Coffee Cameleon,19.93,01/15/2014 07:45
9405,Brew've Been Served,11.47,01/15/2014 07:45
7819,Brew've Been Served,6.58,01/15/2014 07:48
1286,Brew've Been Served,11.23,01/15/2014 07:49
7354,Brew've Been Served,19.24,01/15/2014 07:50
3547,Coffee Cameleon,14.47,01/15/2014 07:51
6691,Hallowed Grounds,78.69,01/15/2014 07:51
7253,Coffee Cameleon,5.49,01/15/2014 07:56
4795,Brew've Been Served,4.92,01/15/2014 07:57
